NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06601972,Partial Caries Removal in Permanent Molars Restored Using Giomer,https://clinicaltrials.gov/study/NCT06601972,NOT_YET_RECRUITING,"Caries, Dental",PROCEDURE: Beautifil II LS (Low-Shrinkage)|PROCEDURE: Nanohybrid resin composite,NewGiza University,,INTERVENTIONAL
NCT06601959,Energy Needs and Nutritional Status of Adolescent Girls,https://clinicaltrials.gov/study/NCT06601959,RECRUITING,Nutrition|Energy Requirement,,Duke University,Bill and Melinda Gates Foundation,OBSERVATIONAL
NCT06601946,Supporting Tools and Cognitive Aids for BLS,https://clinicaltrials.gov/study/NCT06601946,RECRUITING,Basic Life Support (Simulation),OTHER: BLS Paper Based Cognitive App|OTHER: First Aid App|OTHER: Corpatch App,Medical University of Vienna,,INTERVENTIONAL
NCT06601933,Cognitive Training and Neuroplasticity in Mild Cognitive Impairment: COGIT-2 Trial,https://clinicaltrials.gov/study/NCT06601933,NOT_YET_RECRUITING,Mild Cognitive Impairment (MCI)|Cognitive Training,OTHER: Cognitive Training,Columbia University,National Institute on Aging (NIA),INTERVENTIONAL
NCT06601920,A Study of Activity Leader to Forest Therapy Campaign in Different Environments Targets on the Participants Which Had Been Infected by SARS-COV-2,https://clinicaltrials.gov/study/NCT06601920,COMPLETED,Post COVID-19 Syndrome|Stress Disorders|Life Quality|Depression Anxiety Disorder,BEHAVIORAL: Forest healing activities,Taipei City Hospital,"Forestry Research Institute, Ministry of Agriculture, Taiwan",INTERVENTIONAL
NCT06601907,"Researching the Effectiveness of a Alivis, a Digital Health Application for Borderline Personality Disorder",https://clinicaltrials.gov/study/NCT06601907,RECRUITING,Borderline Personality Disorder (BPD),BEHAVIORAL: alivis,Gaia AG,Zentrum fÃ¼r Integrative Psychiatrie,INTERVENTIONAL
NCT06601894,The Relationship of Platelet Counts With Sickle Cell Anemia in the Eastern Region of Saudi Arabia,https://clinicaltrials.gov/study/NCT06601894,NOT_YET_RECRUITING,Sickle Cell Anaemia|SCD,DIAGNOSTIC_TEST: Platelets count,Majmaah University,,OBSERVATIONAL
NCT06601881,The Effects of Thoracic Mobilization and Diaphragmatic Breathing on Postural Sway in Archers,https://clinicaltrials.gov/study/NCT06601881,NOT_YET_RECRUITING,PERFORMANCE-ENHANCING EFFECT,OTHER: Experimental|OTHER: Control (placebo) group,Kocaeli Sağlık ve Teknoloji Üniversitesi,,INTERVENTIONAL
NCT06601868,The Impact of Nutritional Optimization to Enhance Postoperative Outcomes Using the R-Support Supplements,https://clinicaltrials.gov/study/NCT06601868,NOT_YET_RECRUITING,Abdominoplasty|Breast Reduction|Autologous Breast Reconstruction|Body Contouring Surgery,DIETARY_SUPPLEMENT: R-Support Prepare & After nutritional supplement,Universitair Ziekenhuis Brussel,Chirec|Zuyderland Medical Centre,INTERVENTIONAL
NCT06601855,Cholecystectomy Could be Performed in Older Adults With Acute Cholecystitis,https://clinicaltrials.gov/study/NCT06601855,COMPLETED,Acute Cholecystitis,PROCEDURE: Cholecystectomy,Taipei Medical University Shuang Ho Hospital,,OBSERVATIONAL
NCT06601842,Monitoring and Optimization of Cerebral Perfusion Pressure in Post-cardiac Arrest Patients: a Pilot Study,https://clinicaltrials.gov/study/NCT06601842,NOT_YET_RECRUITING,Cardiac Arrest,DEVICE: ICP monitoring,National Taiwan University Hospital,,INTERVENTIONAL
NCT06601829,Congenital Hepatic Fibrosis and Autosomal Recessive Polycystic Kidney Disease in Children at Sohag University Hospital,https://clinicaltrials.gov/study/NCT06601829,RECRUITING,Congenital Hepatic Fibrosis and Autosomal Recessive Polycystic Kidney Disease in Children at Sohag University Hospital,OTHER: abdominal ultrasound,Sohag University,sohag university hospital,OBSERVATIONAL
NCT06601816,Maxillary Sinus Elevation and Perioperative Complications,https://clinicaltrials.gov/study/NCT06601816,COMPLETED,Maxillary Sinus Augmentation,PROCEDURE: maxillary sinus lift with reamer|PROCEDURE: maxillary sinus lift with piezzo|PROCEDURE: maxillary sinus lift with conventional burr,T.C. ORDU ÜNİVERSİTESİ,,INTERVENTIONAL
NCT06601803,Surgiphor Us in TSA,https://clinicaltrials.gov/study/NCT06601803,ENROLLING_BY_INVITATION,Total Shoulder Arthroplasty|Shoulder Infection|Povidone Iodine,DRUG: sterile saline solution|DRUG: Surgiphor|PROCEDURE: Sample Collection,Rothman Institute Orthopaedics,,INTERVENTIONAL
NCT06601790,"Evaluation of the Effectiveness, Safety, and Cost of a Smart Home-based Hospital System for Patients With Interstitial Lung Disease: Prospective Multicenter Randomized Controlled Trial",https://clinicaltrials.gov/study/NCT06601790,RECRUITING,Interstitial Lung Disease,BEHAVIORAL: Immediate application of the Smart Homespital system|BEHAVIORAL: Delayed application of the Smart Homespital system after 3 months,Yonsei University,,INTERVENTIONAL
NCT06601777,"Evaluation of the Effectiveness, Safety, and Cost of a Smart Hospital System for Patients With Chronic Obstructive Pulmonary Disease",https://clinicaltrials.gov/study/NCT06601777,RECRUITING,Chronic Obstructive Pulmonary Disease,BEHAVIORAL: Immediate application of the Smart Homespital system|BEHAVIORAL: Delayed application of the Smart Homespital system after 3 months,Yonsei University,,INTERVENTIONAL
NCT06601764,Circuit and Resistance Training in COPD,https://clinicaltrials.gov/study/NCT06601764,RECRUITING,Chronic Obstructive Pulmonary Disease,OTHER: Circuit Training|OTHER: Progressive Resistance,Riphah International University,,INTERVENTIONAL
NCT06601751,Neurobic Exercise Program on Cognitive Abilities,https://clinicaltrials.gov/study/NCT06601751,RECRUITING,Mild Cognitive Impairment,OTHER: Neurobic Exercise Program|OTHER: Traditional Brain Exercise,Riphah International University,,INTERVENTIONAL
NCT06601738,Isometric and Dynamic Handgrip Training Effects on Hypertension,https://clinicaltrials.gov/study/NCT06601738,RECRUITING,Hypertension,OTHER: Isomeric Hand Grip Exercises|OTHER: Dynamic Hand Grip Exercises,Riphah International University,,INTERVENTIONAL
NCT06601725,Clusterin Level and Polycystic Ovary Syndrome,https://clinicaltrials.gov/study/NCT06601725,COMPLETED,Polycystic Ovary Syndrome|Ovulation Disorder,DIAGNOSTIC_TEST: Clusterin level,Sanliurfa Mehmet Akif Inan Education and Research Hospital,,OBSERVATIONAL
NCT06601712,Post-discharge Malaria Chemoprevention Implementation Trial in Benin,https://clinicaltrials.gov/study/NCT06601712,NOT_YET_RECRUITING,Severe Malaria|Severe Anaemia,OTHER: Adherence support strategy A|OTHER: Adherence support strategy B|OTHER: Control,Institut de Recherche Clinique du Benin,"Liverpool School of Tropical Medicine|Kenya Medical Research Institute|Epicentre, Paris, France and Mbarara University of Science and Technology, Faculty of Medicine, Mbarara, Uganda|Institut de Recherche pour le Developpement, France|Training Research Unit of Excellence, Blantyre, Malawia|Centres for Disease Control and Prevention, Kenya.",INTERVENTIONAL
NCT06601699,Neuromodulation-assisted Ego-disengagement: the NEURO-EGO Study Stage 2,https://clinicaltrials.gov/study/NCT06601699,NOT_YET_RECRUITING,Healthy,DEVICE: Transcranial electrical stimulation (TES)|DEVICE: Transcranial electrical stimulation with temporal interference (TES-TI),"University of Wisconsin, Madison",Tiny Blue Dot Foundation,INTERVENTIONAL
NCT06601686,Neuromodulation-assisted Ego-disengagement: The NEURO-EGO Study Stage 1,https://clinicaltrials.gov/study/NCT06601686,NOT_YET_RECRUITING,Healthy,DEVICE: Transcranial electrical stimulation (TES)|DEVICE: Transcranial electrical stimulation with temporal interference (TES-TI)|DEVICE: Sham stimulation,"University of Wisconsin, Madison",Tiny Blue Dot Foundation,INTERVENTIONAL
NCT06601673,Postoperative Cognitive Training to Prevent Delirium,https://clinicaltrials.gov/study/NCT06601673,NOT_YET_RECRUITING,Postoperative Delirium,BEHAVIORAL: Cognitive training|BEHAVIORAL: Listen to audio book,Universitätsklinikum Hamburg-Eppendorf,,INTERVENTIONAL
NCT06601660,"Metabolic Investigation, Physical Performance, Physical Training At Different Times of the Day in Obese Women",https://clinicaltrials.gov/study/NCT06601660,NOT_YET_RECRUITING,Obesity Type I and II|Obesity and Overweight,BEHAVIORAL: Morning Physical Training|BEHAVIORAL: Night Physical Training|OTHER: No intervention,State University of Minas Gerais,Federal University of Minas Gerais|University of Sao Paulo|Federal University of Uberlandia,INTERVENTIONAL
NCT06601647,Efficacy of Different Adjuvants With Ropivacaine in Brachial Plexus Block on Anthroscopic Rotator Cuff Repair,https://clinicaltrials.gov/study/NCT06601647,NOT_YET_RECRUITING,Anesthesia,PROCEDURE: adjuvant type,"Taipei Veterans General Hospital, Taiwan",,INTERVENTIONAL
NCT06601634,Predictors of Axial Pain Improvement After Anterior Cervical Discectomy and Fusion,https://clinicaltrials.gov/study/NCT06601634,RECRUITING,Neck Pain|Cervical Spondylosis|Cervical Disc Disease,,Medical University of Warsaw,,OBSERVATIONAL
NCT06601621,Study on the Impact of Electroacupuncture Combined with Self-Acupressure on the Quality of Life of Patients with Early-Stage Breast Cancer Undergoing Chemotherapy,https://clinicaltrials.gov/study/NCT06601621,NOT_YET_RECRUITING,Electroacupuncture|Quality of Life (QOL)|Acupressure|Breast Cancer|Chemotherapy,COMBINATION_PRODUCT: electroacupuncture+ self-acupressure|COMBINATION_PRODUCT: sham electroacupuncture + sham self-acupressure,Jiuda Zhao,,INTERVENTIONAL
NCT06601608,Efficacy of Locally Delivered Rosemary Extract Gel in Management of Periodontitis,https://clinicaltrials.gov/study/NCT06601608,NOT_YET_RECRUITING,Periodontitis (stage 3)|Periodontal Pocket,DRUG: Herbal therapy|DRUG: Placebo Drug,Ain Shams University,,INTERVENTIONAL
NCT06601595,Prevelance of Axial Spondylosis Arthritis in Inflammatory Bowel Disease and Its RESPONSE to Tumour Necrosis Factor (TNF) Inhibitors Treatment in Assiut University Hospital,https://clinicaltrials.gov/study/NCT06601595,NOT_YET_RECRUITING,Inflammatory Bowel Disease (IBD)|Spondylarthropathies|TNF-alpha Inhibitors,DRUG: TNF inhibitors|DRUG: conventional ibd medical treatment,Mohamed Nasr,,OBSERVATIONAL
NCT06601582,Effectiveness of a Intraoperative Blood Recovery System in Cardiovascular Surgery in Brazil,https://clinicaltrials.gov/study/NCT06601582,RECRUITING,"Cardiovascular Surgery|Blood Loss, Surgical",DEVICE: Use of a operative blood salvage system,Instituto Materno Infantil Prof. Fernando Figueira,,INTERVENTIONAL
NCT06601569,Predictors of Range of Motion and Balance Abnormalities in Children Diagnosed with Cerebral Palsy,https://clinicaltrials.gov/study/NCT06601569,RECRUITING,Cerebral Palsy,DIAGNOSTIC_TEST: balance and range of motion,Cairo University,,OBSERVATIONAL
NCT06601556,Psychiatric Problems in Thalassemic Children,https://clinicaltrials.gov/study/NCT06601556,NOT_YET_RECRUITING,Psychiatric and Thalassemia|Psychiatry and Thalassemia,,Assiut University,,OBSERVATIONAL
NCT06601543,Steroid Resistance in Pediatric Immune Thrombocytopenic Purpura,https://clinicaltrials.gov/study/NCT06601543,NOT_YET_RECRUITING,Pediatric Mmune Thrombocytopenic Purpura,,Assiut University,,OBSERVATIONAL
NCT06601530,Effect of Transversus Thoracic Muscle Plane Block (TTMP) on Analgesia,https://clinicaltrials.gov/study/NCT06601530,COMPLETED,"Coronary Artery Bypass|Anesthesia, Conduction|Nerve Block|Pain, Postoperative",PROCEDURE: Transversus Thoracic Muscle Plane Block|DRUG: Tramadol,Istanbul University - Cerrahpasa,,INTERVENTIONAL
NCT06601517,"A Drug-Drug Interaction (DDI) Study of HDM1002 With Repaglinide, Atorvastatin, Digoxin and Rosuvastatin in Healthy Subjects and Overweight Subjects.",https://clinicaltrials.gov/study/NCT06601517,NOT_YET_RECRUITING,Healthy Adult Subject|Overweight Subject,DRUG: Repaglinide|DRUG: Atorvastatin|DRUG: Digoxin|DRUG: Rosuvastatin|DRUG: HDM1002,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT06601504,Study of HMPL-760 Plus R-GemOx Versus Placebo Plus R-GemOx in Relapsed/Refractory DLBCL,https://clinicaltrials.gov/study/NCT06601504,RECRUITING,Relapsed/Refractory Diffuse Large B-Cell Lymphoma,DRUG: HMPL-760 planned dose 1|DRUG: R-GemOx|DRUG: HMPL-760 placebo planned dose 1|DRUG: HMPL-760 planned dose 2|DRUG: HMPL-760 placebo planned dose 2,Hutchmed,,INTERVENTIONAL
NCT06601491,Early Vascular Ageing Among Cypriots,https://clinicaltrials.gov/study/NCT06601491,ACTIVE_NOT_RECRUITING,Vascular Stiffness|Obesity,BEHAVIORAL: Lifestyle Intervention,University of Cyprus,Aristotle University Of Thessaloniki|Harokopio University,INTERVENTIONAL
NCT06601478,Development and Implementation of a Tool for the Evaluation and Monitoring of the Mediterranean Lifestyle in the Clinical Setting,https://clinicaltrials.gov/study/NCT06601478,NOT_YET_RECRUITING,Lifestyle,BEHAVIORAL: The MedLIFE app,Universidad Autonoma de Madrid,Hospital Universitario Juan Ramón Jiménez,INTERVENTIONAL
NCT06601465,COgnitioN with VERiciGuat Evaluation in Heart Failure,https://clinicaltrials.gov/study/NCT06601465,NOT_YET_RECRUITING,Heart Failure|Cognitive Impairment,DRUG: Vericiguat,University of Alberta,Ottawa Heart Institute Research Corporation|Heart and Stroke Foundation of Canada,INTERVENTIONAL
NCT06601452,Clinical Trial of Anovulatory Infertility,https://clinicaltrials.gov/study/NCT06601452,NOT_YET_RECRUITING,Polycystic Ovary Syndrome|Diminished Ovarian Reserve|Ovulation Disorder,DRUG: a compound prescription of Chinese medicine,Affiliated Hospital of Nanjing University of Chinese Medicine,,INTERVENTIONAL
NCT06601439,Utilization of Maternal Healthcare Services and Infant Feeding Practices,https://clinicaltrials.gov/study/NCT06601439,RECRUITING,Maternal Health|Prenatal Care|Feeding Patterns,OTHER: Observational Study,Hirabai Cowasji Jehangir Medical Research Institute,,OBSERVATIONAL
NCT06601426,NBI-NearFocus Assisted Cold Snare Polypectomy Improves the Complete Resection Rate of Small Colorectal Polyps: a Prospective Single-arm Observational Study,https://clinicaltrials.gov/study/NCT06601426,COMPLETED,Colon Polyp,PROCEDURE: CSP,Qianfoshan Hospital,,INTERVENTIONAL
NCT06601413,Modified Thoracoabdominal Nerve Block(M-TAPA) in Total Laparoscopic Hysterectomies,https://clinicaltrials.gov/study/NCT06601413,ENROLLING_BY_INVITATION,"Pain,Postoperative",OTHER: M-TAPA Block|OTHER: Trocar site local anesthetic infiltration,Gulhane Training and Research Hospital,,INTERVENTIONAL
NCT06601400,Xenograft with or Without Erythropoietin in Immediate Dental Implant,https://clinicaltrials.gov/study/NCT06601400,NOT_YET_RECRUITING,Hopeless Teeth,COMBINATION_PRODUCT: Erythropoietin (EPO) with xenograft|OTHER: Xenograft alone,Cairo University,,INTERVENTIONAL
NCT06601387,Evaluation of Choledochoduodonostomy Vs Hepaticojejunostomy in Paients with Choledocholithiasis Indicated for Shunt.,https://clinicaltrials.gov/study/NCT06601387,NOT_YET_RECRUITING,Recurrent Common Bile Duct Stones,PROCEDURE: choledochoduodonostomy|PROCEDURE: hepaticojejunostomy,Mohamed Ahmed Hassan Aly,,INTERVENTIONAL
NCT06601374,Patient Presented With AKI Related to Pregnancy,https://clinicaltrials.gov/study/NCT06601374,NOT_YET_RECRUITING,Acute Kidney Injury,,Assiut University,,OBSERVATIONAL
NCT06601361,Studying Non Alcoholic Fatty Liver Disease and Liver Fibrosis Among Systemic Lupus Erythematosus Patients At Assiut University Hospital,https://clinicaltrials.gov/study/NCT06601361,NOT_YET_RECRUITING,NAFLD - Nonalcoholic Fatty Liver Disease,DEVICE: Fibroscan,Assiut University,,OBSERVATIONAL
NCT06601348,The Effectiveness of the Health Promoting School Intervention Model in Reducing Overweight and Obesity Among School Children in Indonesia: a Mixed-Methods Protocol Study,https://clinicaltrials.gov/study/NCT06601348,NOT_YET_RECRUITING,Overweight and Obese Children,"OTHER: Nutrition education, physical activity intervention, and health promoting school model trials",Gadjah Mada University,,INTERVENTIONAL
NCT06601335,A Phase 3 Study of AK112 Plus AK117 Versus Pembrolizumab in Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC),https://clinicaltrials.gov/study/NCT06601335,RECRUITING,Head and Neck Squamous Cell Carcinoma,DRUG: AK117 in combination with AK112|DRUG: Placebo in combination with Pembrolizumab,Akeso,,INTERVENTIONAL
NCT06601322,Functional Outcomes in CondUction System Pacing and Right Ventricular Synchrony (FOCUS-Right),https://clinicaltrials.gov/study/NCT06601322,RECRUITING,Left Branch Bundle Block|RV - Right Ventricular Abnormality,OTHER: Pacemaker Interrogation and Electrocardiogram (ECG):|OTHER: Cardiopulmonary Exercise Test (CPET) and Exercise Stress Cardiac Magnetic Resonance (ExeCMR|OTHER: Continuous pacemaker telemetry (CPT),Virginia Commonwealth University,,INTERVENTIONAL
NCT06601309,Biomarker Based Neoadjuvant Strategies for Locally Advanced Resectable ESCC,https://clinicaltrials.gov/study/NCT06601309,RECRUITING,Esophageal Squamous Cell Carcinoma,DRUG: Serplulimab|DRUG: Paclitaxel+Cisplatin (Neoadjuvant Chemotherapy)|DRUG: Paclitaxel+Cisplatin(Concurrent Chemoradiotherapy)|RADIATION: Radiotherapy,Fujian Medical University Union Hospital,,INTERVENTIONAL
NCT06601296,Radiotherapy in Combination With Checkpoint Inhibition for Patients With Metastatic Kidney Cancer,https://clinicaltrials.gov/study/NCT06601296,NOT_YET_RECRUITING,Metastatic Renal Cell Carcinoma ( mRCC)|OligoProgressive Metastatic Disease,DRUG: IMSA101,University of Texas Southwestern Medical Center,,INTERVENTIONAL
NCT06601283,Vitamin C Plus Cordyceps to Chemotherapy Related Anemia in Pancreatic Cancer,https://clinicaltrials.gov/study/NCT06601283,RECRUITING,Pancreatic Cancer,DRUG: Vitmain C plus herbal medicine,Fudan University,,INTERVENTIONAL
NCT06601270,SCAD : a Registry of Spontaneous Coronary Artery Dissection,https://clinicaltrials.gov/study/NCT06601270,RECRUITING,Spontaneous Coronary Artery Dissection,OTHER: There are no interventions as the study is purely observational.,European Society of Cardiology,,OBSERVATIONAL
